統計期,統計區,總計,紙類及紙製品,金屬類,塑膠及橡膠製品,玻璃製品,紡織品,家電用品,電池,資訊及通信物品,農藥容器及特殊環境用藥容器,食用油,其他
101年 3月,臺南市,21588,12040,5372,1619,1067,120,171,96,77,7,0,1019
101年 3月,高雄市,34669,16848,6838,5050,3069,466,539,123,240,15,0,1482
101年 3月,宜蘭縣,5649,2740,1101,811,503,105,61,18,19,9,0,280
101年 3月,新竹縣,5160,1920,2164,512,377,33,60,32,35,0,0,29
101年 3月,苗栗縣,5840,2961,1243,690,477,103,127,43,44,8,0,145
101年 3月,彰化縣,12376,6792,1837,1379,1197,320,177,75,48,11,0,539
101年 3月,南投縣,5853,3385,768,783,555,41,27,16,5,1,0,271
101年 3月,雲林縣,4889,2025,1188,528,567,60,152,78,19,15,0,256
101年 3月,嘉義縣,5533,1926,1703,933,420,146,104,22,21,4,0,254
101年 3月,屏東縣,7109,3030,1796,916,908,96,90,31,16,4,0,221
101年 3月,臺東縣,2118,613,275,673,433,17,7,7,1,1,0,90
101年 3月,花蓮縣,3235,1633,507,461,372,28,84,26,40,0,0,85
101年 3月,澎湖縣,1039,538,91,95,250,11,19,9,11,3,0,12
101年 3月,基隆市,5607,3111,551,645,803,45,97,8,20,3,0,321
101年 3月,新竹市,5454,3232,353,243,1223,197,28,52,14,1,0,110
101年 3月,嘉義市,3438,1686,857,298,124,49,130,16,23,0,0,254
101年 3月,金門縣,561,289,42,110,39,4,8,4,6,0,0,60
101年 3月,連江縣,224,88,68,23,4,0,7,1,1,0,0,32
101年 4月,新北市,41302,22287,9325,3285,2335,551,683,179,272,7,0,2379
101年 4月,臺北市,40802,21535,13987,2042,1357,91,236,53,50,0,0,1452
101年 4月,桃園市,25812,14102,4840,3042,1579,116,259,115,96,2,0,1662
101年 4月,臺中市,28292,16152,4192,3090,2441,222,393,117,141,15,0,1528
101年 4月,臺南市,21511,12193,5420,1566,964,123,163,91,73,7,0,911
101年 4月,高雄市,33159,16125,6210,4999,2949,432,527,116,227,12,0,1561
101年 4月,宜蘭縣,5880,2854,1137,810,459,127,64,17,20,5,0,387
101年 4月,新竹縣,5200,1894,2178,545,385,33,62,27,28,0,0,46
101年 4月,苗栗縣,5695,2705,1353,721,483,108,106,40,33,7,0,138
101年 4月,彰化縣,12507,6827,1466,1330,1269,301,612,72,67,11,0,553
101年 4月,南投縣,5673,3313,764,816,425,39,25,16,5,1,0,268
101年 4月,雲林縣,5045,2033,1234,590,570,60,137,168,17,13,0,223
101年 4月,嘉義縣,5591,1851,1799,891,438,158,77,16,56,4,0,301
101年 4月,屏東縣,6984,3071,1779,915,812,91,95,34,17,4,0,166
101年 4月,臺東縣,2096,500,127,748,583,14,5,5,1,1,0,113
101年 4月,花蓮縣,3169,1435,648,428,379,32,92,19,39,1,0,94
101年 4月,澎湖縣,1037,528,97,77,235,13,25,12,13,3,0,32
101年 4月,基隆市,5558,3124,546,655,784,53,113,5,21,3,0,255
101年 4月,新竹市,5427,2820,317,230,1704,200,29,40,9,10,0,69
101年 4月,嘉義市,3457,1689,864,309,104,42,129,16,23,0,0,281
101年 4月,金門縣,570,287,41,97,68,4,9,2,7,0,0,55
101年 4月,連江縣,244,85,78,31,5,0,6,1,1,0,0,38
101年 5月,新北市,42856,22771,10117,3243,2895,499,637,244,226,10,0,2214
101年 5月,臺北市,40701,22854,13348,1400,975,144,240,55,230,0,0,1455
101年 5月,桃園市,25431,14109,4614,2577,1787,127,246,121,93,3,0,1753
101年 5月,臺中市,30549,17043,4869,3265,2646,222,423,138,144,10,0,1789
101年 5月,臺南市,21881,12267,5480,1651,976,116,161,89,70,7,0,1063
101年 5月,高雄市,32221,15767,5920,4858,2848,352,523,118,232,12,0,1592
101年 5月,宜蘭縣,5818,2909,1080,847,480,96,62,21,21,6,0,297
101年 5月,新竹縣,5279,2094,2058,556,367,35,56,25,31,0,0,56
101年 5月,苗栗縣,5894,2948,1162,784,517,112,125,41,30,7,0,168
101年 5月,彰化縣,13292,6925,1924,1530,1194,328,671,75,81,13,0,549
101年 5月,南投縣,5363,2900,761,849,546,41,25,16,5,7,0,213
101年 5月,雲林縣,5360,2145,1436,582,564,70,191,134,19,13,0,206
101年 5月,嘉義縣,5356,1849,1640,871,415,165,56,23,25,4,0,309
101年 5月,屏東縣,7078,3249,1705,915,781,95,105,42,16,4,0,166
101年 5月,臺東縣,2271,642,210,784,484,15,7,8,3,1,0,117
101年 5月,花蓮縣,3242,1811,488,397,314,28,88,20,20,1,0,74
101年 5月,澎湖縣,1053,530,103,97,224,12,23,9,12,4,0,39
101年 5月,基隆市,5547,3088,512,667,843,65,111,4,22,3,0,232
101年 5月,新竹市,5584,3301,436,270,1153,192,32,81,18,11,0,89
101年 5月,嘉義市,3368,1695,864,276,83,52,131,16,23,0,0,227
101年 5月,金門縣,613,293,49,103,52,4,12,2,7,0,0,90
101年 5月,連江縣,242,86,81,34,5,0,5,1,1,0,0,28
101年 6月,新北市,42739,22475,9449,3891,2815,582,608,204,237,8,0,2467
101年 6月,臺北市,41229,23649,13241,1335,981,123,215,52,202,0,0,1430
101年 6月,桃園市,26401,14731,4706,2694,1880,120,263,103,101,2,0,1799
101年 6月,臺中市,31134,17431,5396,3181,2629,233,375,121,178,12,0,1578
101年 6月,臺南市,21627,12085,5557,1600,955,103,169,88,71,5,0,994
101年 6月,高雄市,33084,15735,5702,5134,3537,495,517,111,229,11,0,1613
101年 6月,宜蘭縣,5881,2922,1136,835,506,92,67,16,19,5,0,281
101年 6月,新竹縣,5399,2180,2098,535,404,37,60,28,27,0,0,30
101年 6月,苗栗縣,5905,2909,1302,738,431,101,133,39,33,7,0,212
101年 6月,彰化縣,14049,7617,1904,1803,1285,324,228,85,71,12,0,718
101年 6月,南投縣,5770,2963,1092,853,524,45,25,20,5,1,0,242
101年 6月,雲林縣,5461,2142,1701,574,445,70,158,110,18,12,0,232
101年 6月,嘉義縣,5394,1816,1700,909,433,163,55,19,52,4,0,243
101年 6月,屏東縣,7488,3362,1781,897,783,82,116,44,18,3,0,401
101年 6月,臺東縣,2276,752,264,670,447,16,14,13,3,1,0,96
101年 6月,花蓮縣,3418,1891,512,455,296,28,91,42,22,3,0,79
101年 6月,澎湖縣,1098,555,101,132,197,14,24,9,13,3,0,50
101年 6月,基隆市,5540,3137,488,641,896,34,95,4,14,3,0,228
101年 6月,新竹市,5556,3329,441,261,1078,238,34,64,16,0,0,95
101年 6月,嘉義市,3263,1596,793,340,158,54,125,15,22,0,0,159
101年 6月,金門縣,577,308,37,106,45,11,7,2,6,0,0,55
101年 6月,連江縣,271,92,92,41,6,1,6,1,2,0,0,31
101年 7月,新北市,43862,24365,9006,3734,2810,477,573,207,186,15,0,2488
101年 7月,臺北市,41545,24242,13043,1065,932,135,208,83,201,0,0,1637
101年 7月,桃園市,26215,14335,5211,2472,1644,122,258,99,98,2,0,1974
101年 7月,臺中市,31479,17710,5265,3035,2756,220,395,125,153,12,0,1808
101年 7月,臺南市,22461,12387,5744,1617,1074,121,175,95,76,5,0,1167
101年 7月,高雄市,33692,15756,6549,5014,3255,410,523,109,223,10,0,1842
101年 7月,宜蘭縣,5970,2958,1174,835,512,108,65,18,16,5,0,278
101年 7月,新竹縣,5304,2252,1985,503,389,36,48,25,24,1,0,40
101年 7月,苗栗縣,5725,2814,1205,727,459,102,128,38,32,7,0,211
101年 7月,彰化縣,15152,8580,1610,1355,1376,314,976,78,78,12,0,773
101年 7月,南投縣,5699,3075,958,759,445,39,29,17,5,2,0,370
101年 7月,雲林縣,5327,2148,1423,568,616,66,130,80,17,23,0,256
101年 7月,嘉義縣,5441,1894,1665,887,421,160,48,14,72,4,0,274
101年 7月,屏東縣,7336,3491,1626,980,790,94,136,45,17,4,0,154
101年 7月,臺東縣,2424,813,229,768,461,22,9,9,2,1,0,111
101年 7月,花蓮縣,3381,1702,615,498,284,35,102,18,40,1,0,86
101年 7月,澎湖縣,1086,587,71,100,227,14,21,11,10,3,0,41
101年 7月,基隆市,5557,3146,510,624,897,54,94,6,21,2,0,202
101年 7月,新竹市,4845,2918,354,264,916,186,50,40,15,0,0,101
101年 7月,嘉義市,3382,1668,805,282,118,51,128,16,22,0,0,292
101年 7月,金門縣,624,365,68,76,27,9,17,4,5,1,0,54
101年 7月,連江縣,276,90,96,43,7,1,5,1,2,0,0,30
101年 8月,新北市,42750,22461,9886,4163,2279,556,653,176,242,11,0,2323
101年 8月,臺北市,41142,24329,12921,965,916,115,172,49,187,0,0,1488
101年 8月,桃園市,25751,14306,5148,2767,1529,125,284,95,110,2,0,1387
101年 8月,臺中市,31083,17574,4467,3133,2706,215,461,125,157,12,0,2233
101年 8月,臺南市,22313,12336,5690,1623,1052,115,161,92,74,5,0,1165
101年 8月,高雄市,34184,15440,6798,5263,3310,421,529,110,233,10,0,2069
101年 8月,宜蘭縣,6078,3045,1156,831,488,82,59,28,17,5,0,366
101年 8月,新竹縣,5466,2234,2074,532,403,40,56,26,33,1,0,68
101年 8月,苗栗縣,6016,2876,1301,757,447,130,112,40,46,7,0,301
101年 8月,彰化縣,13672,7820,1594,1355,1311,331,181,94,69,12,0,906
101年 8月,南投縣,6175,3186,933,959,485,51,34,18,6,2,0,501
101年 8月,雲林縣,5388,2266,1360,580,548,65,165,81,17,11,0,293
101年 8月,嘉義縣,5522,1942,1638,884,463,162,53,22,94,3,0,262
101年 8月,屏東縣,8051,3714,1621,1041,861,99,133,44,19,3,0,516
101年 8月,臺東縣,2630,794,206,960,360,20,8,8,3,1,0,269
101年 8月,花蓮縣,3328,1788,588,436,255,39,63,18,51,3,0,85
101年 8月,澎湖縣,1091,589,94,90,225,13,17,7,9,3,0,44
101年 8月,基隆市,5579,3125,500,625,922,38,98,4,19,3,0,246
101年 8月,新竹市,5188,3111,428,254,916,208,28,71,15,0,0,157
101年 8月,嘉義市,3546,1683,777,316,137,51,126,17,22,0,0,416
101年 8月,金門縣,687,355,88,112,57,10,13,3,4,0,0,44
101年 8月,連江縣,308,85,136,42,7,1,5,1,2,0,0,29
101年 9月,新北市,39007,21450,8413,3660,2169,395,488,144,126,11,0,2150
101年 9月,臺北市,41795,24347,13078,974,822,109,166,93,175,0,0,2030
101年 9月,桃園市,25593,14421,5196,2745,1474,131,262,104,109,2,0,1148
101年 9月,臺中市,30616,16780,5518,3098,2578,204,406,110,157,14,0,1749
101年 9月,臺南市,21598,12251,5580,1553,1021,112,150,85,69,5,0,772
101年 9月,高雄市,34355,15723,6647,5495,3400,456,531,107,228,11,0,1758
101年 9月,宜蘭縣,5708,2849,1005,812,564,84,53,17,15,4,0,304
101年 9月,新竹縣,5273,2154,2001,545,343,34,85,28,27,0,0,56
101年 9月,苗栗縣,5563,2705,1143,776,420,99,87,35,27,7,0,264
101年 9月,彰化縣,13649,7787,1621,1390,1400,299,206,97,58,14,0,778
101年 9月,南投縣,5606,3134,900,826,415,51,31,18,6,2,0,223
101年 9月,雲林縣,5200,2168,1417,581,495,53,163,52,17,13,0,241
101年 9月,嘉義縣,5477,1836,1595,878,400,144,47,16,70,3,0,488
101年 9月,屏東縣,7878,3563,1619,1072,770,104,142,46,19,3,0,540
101年 9月,臺東縣,2376,846,220,660,493,12,8,8,2,1,0,124
101年 9月,花蓮縣,3189,1618,571,508,312,30,52,17,16,1,0,64
101年 9月,澎湖縣,1037,574,91,98,188,13,12,8,9,3,0,40
101年 9月,基隆市,5734,3235,507,614,1024,33,96,2,21,2,0,200
101年 9月,新竹市,5190,2790,359,283,1292,228,31,26,14,0,0,168
101年 9月,嘉義市,3231,1650,797,278,100,41,126,17,23,0,0,200
101年 9月,金門縣,643,329,100,88,42,4,18,2,4,0,0,55
101年 9月,連江縣,253,79,89,43,6,1,5,1,2,0,0,28
101年 10月,新北市,39957,21992,8504,3858,2320,463,467,156,133,11,0,2053
101年 10月,臺北市,41146,23864,13501,958,863,113,161,380,170,0,0,1135
101年 10月,桃園市,25386,14306,4876,2788,1567,126,263,119,122,3,0,1215
101年 10月,臺中市,30937,17024,5488,3136,2711,211,442,126,150,14,0,1636
101年 10月,臺南市,22002,12328,5675,1571,1098,119,158,85,70,6,0,892
101年 10月,高雄市,35209,16411,6647,5540,3214,492,546,112,236,10,0,2001
101年 10月,宜蘭縣,5660,2808,1025,808,540,90,55,18,13,4,0,298
101年 10月,新竹縣,5277,2219,1941,517,416,34,56,27,29,0,0,37
101年 10月,苗栗縣,5536,2625,1191,793,453,92,115,39,29,7,0,193
101年 10月,彰化縣,13515,7675,1631,1433,1364,312,182,90,64,15,0,749
101年 10月,南投縣,5563,2996,886,922,467,46,32,16,6,2,0,189
101年 10月,雲林縣,5546,2347,1455,603,560,63,228,35,20,15,0,220
101年 10月,嘉義縣,5554,1778,1730,848,442,133,58,54,48,3,0,461
101年 10月,屏東縣,8075,3662,1563,1140,916,95,116,42,18,5,0,518
101年 10月,臺東縣,2251,659,247,702,487,18,11,9,4,1,0,113
101年 10月,花蓮縣,3460,1665,698,524,315,58,77,30,23,2,0,67
101年 10月,澎湖縣,1028,507,94,81,230,18,15,9,8,3,0,62
101年 10月,基隆市,5790,3305,518,641,972,39,98,4,21,1,0,190
101年 10月,新竹市,5800,3570,1061,346,337,213,40,48,18,0,0,168
101年 10月,嘉義市,3367,1578,795,327,103,68,125,16,21,0,0,334
101年 10月,金門縣,737,398,115,89,44,5,16,2,6,0,0,62
101年 10月,連江縣,227,68,77,42,5,1,4,1,1,0,0,28
101年 11月,新北市,39298,21585,8432,3533,2517,491,496,190,136,9,0,1908
101年 11月,臺北市,40487,23750,13467,913,832,109,142,49,153,0,0,1072
101年 11月,桃園市,25394,13093,4862,2622,1624,145,238,94,117,2,0,2597
101年 11月,臺中市,31699,18225,4694,3184,2840,215,483,122,160,13,0,1763
101年 11月,臺南市,21363,11989,5526,1516,1024,115,154,82,67,5,0,885
101年 11月,高雄市,34520,15688,6878,5139,3480,490,526,132,230,9,0,1949
101年 11月,宜蘭縣,5537,2798,1062,789,479,96,53,14,15,4,0,228
101年 11月,新竹縣,5380,2263,2100,457,385,34,48,24,26,1,0,41
101年 11月,苗栗縣,6261,3381,1214,745,459,106,97,35,35,7,0,182
101年 11月,彰化縣,13412,7714,1541,1401,1298,323,209,73,63,19,0,772
101年 11月,南投縣,5559,3104,882,824,451,50,31,16,7,2,0,194
101年 11月,雲林縣,5343,2194,1393,602,523,60,263,30,16,16,0,247
101年 11月,嘉義縣,5466,1787,1788,798,436,154,60,28,22,4,0,389
101年 11月,屏東縣,7798,3741,1565,1057,836,101,116,39,21,5,0,317
101年 11月,臺東縣,2381,704,224,818,442,24,10,8,2,1,0,148
101年 11月,花蓮縣,3379,1897,544,427,296,31,78,17,25,1,0,61
101年 11月,澎湖縣,915,521,100,64,129,20,13,5,7,3,0,54
101年 11月,基隆市,5688,3250,518,569,888,49,99,5,23,2,0,283
101年 11月,新竹市,5462,3334,1022,289,312,222,32,54,18,0,0,180
101年 11月,嘉義市,3358,1643,764,273,120,41,123,17,22,0,0,355
101年 11月,金門縣,744,369,162,76,29,8,21,1,9,0,0,71
101年 11月,連江縣,191,48,68,33,5,1,3,1,2,0,0,31
101年 12月,新北市,43344,23543,9237,4049,3165,484,538,160,157,10,0,2002
101年 12月,臺北市,41156,23563,13850,940,869,131,153,179,152,0,0,1317
101年 12月,桃園市,24317,13178,4862,2299,1504,128,291,107,162,3,0,1783
101年 12月,臺中市,31571,17540,5430,3229,2963,230,468,126,145,13,0,1429
101年 12月,臺南市,21945,12136,5693,1618,1151,114,165,90,72,5,0,902
101年 12月,高雄市,36224,16346,6978,5248,3501,518,540,107,243,10,0,2733
101年 12月,宜蘭縣,5482,2783,1041,783,465,104,49,18,16,4,0,219
101年 12月,新竹縣,6574,2642,2380,584,641,36,114,51,68,0,0,57
101年 12月,苗栗縣,5583,2773,1194,702,458,106,119,34,35,6,0,157
101年 12月,彰化縣,13001,7281,1662,1378,1434,298,176,83,60,15,0,613
101年 12月,南投縣,5503,3082,909,684,432,50,35,18,6,2,0,286
101年 12月,雲林縣,5227,2221,1312,608,560,67,150,45,18,15,0,231
101年 12月,嘉義縣,5570,1718,1645,925,524,166,55,25,105,3,0,403
101年 12月,屏東縣,7586,3643,1628,950,881,90,127,46,19,5,0,197
101年 12月,臺東縣,2241,641,262,773,404,9,14,8,3,1,0,124
101年 12月,花蓮縣,3430,1625,673,501,375,33,103,33,22,2,0,63
101年 12月,澎湖縣,1001,520,97,82,202,22,14,9,8,3,0,44
101年 12月,基隆市,5486,3361,536,573,705,43,98,2,23,1,0,145
101年 12月,新竹市,6353,3235,446,305,1594,199,36,18,22,0,0,498
101年 12月,嘉義市,3381,1619,784,306,128,44,126,17,22,0,0,335
101年 12月,金門縣,759,393,180,87,37,7,14,1,5,0,0,33
101年 12月,連江縣,218,59,73,36,7,1,5,2,2,0,0,32
102年,新北市,513268,279245,116865,46116,30103,6045,6370,1600,1744,45,0,25135
102年,臺北市,482462,251502,182306,15150,10046,1245,2820,402,1813,2,0,17177
102年,桃園市,329686,177844,68056,35801,20376,1828,5443,2917,1862,53,0,15506
102年,臺中市,368240,207452,64342,34717,35810,2576,5536,1479,1826,176,0,14326
102年,臺南市,272465,150883,70076,19359,14143,1505,2032,1112,899,64,0,12392
102年,高雄市,418807,187644,78614,64322,44283,5809,6366,2514,2169,145,0,26940
102年,宜蘭縣,70184,33283,13234,10289,6275,1382,932,336,232,80,0,4140
102年,新竹縣,71917,32219,24041,7631,5191,439,1006,368,335,6,0,681
102年,苗栗縣,71272,33456,16727,8392,6421,1101,1289,446,384,51,0,3007
102年,彰化縣,169538,90536,24944,18503,19812,5138,3467,901,859,245,0,5135
102年,南投縣,70587,38204,12029,9654,5698,642,874,309,251,24,0,2902
102年,雲林縣,71779,28795,18886,7634,7235,855,3144,929,292,177,0,3830
102年,嘉義縣,67984,24012,19833,10700,5242,2148,787,300,265,40,0,4658
102年,屏東縣,96670,44352,21308,11973,11073,1169,1449,529,294,116,0,4406
102年,臺東縣,27863,8092,2812,9848,5141,190,155,135,33,91,0,1367
102年,花蓮縣,42219,22101,7303,6327,3494,424,1082,281,247,20,0,941
102年,澎湖縣,13059,6873,1457,1206,2311,228,171,99,75,21,0,618
102年,基隆市,72973,45081,5680,7130,9936,533,934,116,270,21,0,3271
102年,新竹市,66729,37862,6464,3488,12757,2677,473,566,192,3,0,2247
102年,嘉義市,47569,22499,12866,4166,1799,618,1934,251,415,5,0,3016
102年,金門縣,9672,4509,2327,1040,692,78,244,57,65,0,0,660
102年,連江縣,2169,601,655,410,83,12,54,13,12,0,0,327
102年 1月,新北市,41054,21429,8949,3462,3216,502,528,146,148,3,0,2670
102年 1月,臺北市,41790,23615,14318,925,1002,95,151,52,113,0,0,1518
102年 1月,桃園市,27815,14596,5468,3267,1776,147,338,125,136,3,0,1957
102年 1月,臺中市,30345,16801,5723,2781,2781,254,441,128,153,16,0,1266
102年 1月,臺南市,22713,12290,5797,1663,1368,135,179,99,76,5,0,1102
102年 1月,高雄市,34596,15442,6494,5252,3578,410,497,199,162,11,0,2550
102年 1月,宜蘭縣,5945,2913,1142,845,524,118,55,18,16,4,0,310
102年 1月,新竹縣,5754,2593,1925,564,352,38,154,28,31,0,0,69
102年 1月,苗栗縣,5816,2794,1289,713,554,102,120,40,33,4,0,166
102年 1月,彰化縣,14076,7483,1998,1559,1718,348,222,75,92,15,0,566
102年 1月,南投縣,6183,3221,980,964,569,63,43,21,7,2,0,313
102年 1月,雲林縣,5904,2260,1735,554,566,83,311,36,22,14,0,322
102年 1月,嘉義縣,5492,1874,1559,771,410,166,78,32,77,3,0,522
102年 1月,屏東縣,7458,3580,1576,914,863,111,112,38,18,6,0,239
102年 1月,臺東縣,2047,739,176,567,382,19,23,8,4,1,0,129
102年 1月,花蓮縣,2920,1309,593,425,238,41,190,21,23,2,0,78
102年 1月,澎湖縣,1082,642,111,80,143,18,16,10,9,3,0,51
102年 1月,基隆市,5891,3558,598,619,646,54,107,5,22,2,0,280
102年 1月,新竹市,6050,3658,701,301,916,237,45,37,22,0,0,134
102年 1月,嘉義市,3325,1693,826,294,154,57,127,16,23,0,0,133
102年 1月,金門縣,843,398,210,104,46,16,21,3,6,0,0,38
102年 1月,連江縣,220,62,72,40,6,1,5,2,2,0,0,31
102年 2月,新北市,43065,22677,10297,3623,2587,752,558,157,159,13,0,2241
102年 2月,臺北市,39241,20626,15454,825,900,142,150,57,130,0,0,957
102年 2月,桃園市,26530,14116,5440,2421,1918,140,328,122,141,3,0,1902
102年 2月,臺中市,29601,16880,4520,3233,2990,249,478,112,159,38,0,943
102年 2月,臺南市,21432,11647,5597,1535,1227,124,158,86,70,4,0,985
102年 2月,高雄市,36182,16521,6016,5659,4264,476,500,198,162,11,0,2376
102年 2月,宜蘭縣,5895,2920,1046,855,548,150,62,16,20,3,0,275
102年 2月,新竹縣,5640,2575,1833,564,413,44,89,27,27,0,0,68
102年 2月,苗栗縣,5840,2811,1313,703,546,101,122,36,35,4,0,169
102年 2月,彰化縣,13844,7142,1984,1555,1561,469,340,84,127,20,0,562
102年 2月,南投縣,5811,3333,754,687,548,61,49,21,6,2,0,350
102年 2月,雲林縣,6080,2467,1588,588,603,86,349,93,24,13,0,268
102年 2月,嘉義縣,5579,1970,1612,833,426,170,61,23,15,2,0,466
102年 2月,屏東縣,7678,3625,1633,931,953,111,117,37,20,7,0,244
102年 2月,臺東縣,2247,670,198,845,353,17,13,8,2,3,0,138
102年 2月,花蓮縣,4174,1974,521,1193,273,41,55,24,11,1,0,81
102年 2月,澎湖縣,1078,613,114,74,193,18,13,9,7,3,0,34
102年 2月,基隆市,6140,3906,516,627,587,65,124,5,22,2,0,286
102年 2月,新竹市,5569,3015,497,264,1368,241,43,22,16,0,0,102
102年 2月,嘉義市,3309,1693,756,293,175,67,148,16,26,0,0,136
102年 2月,金門縣,733,347,222,52,30,6,24,2,13,0,0,39
102年 2月,連江縣,177,51,56,33,7,1,4,1,1,0,0,23
102年 3月,新北市,41056,21548,10360,3432,2593,462,536,131,144,2,0,1849
102年 3月,臺北市,39495,20578,15942,708,730,120,126,36,129,0,0,1125
102年 3月,桃園市,26501,13795,5413,3545,1433,125,330,123,135,2,0,1600
102年 3月,臺中市,29254,16471,5323,2633,2829,209,404,104,140,15,0,1126
102年 3月,臺南市,22423,12525,5894,1581,1127,113,167,97,73,4,0,842
102年 3月,高雄市,36084,16599,6327,5508,3912,445,503,206,165,11,0,2405
102年 3月,宜蘭縣,5501,2792,957,810,492,106,58,27,18,4,0,238
102年 3月,新竹縣,5804,2545,2027,615,430,38,58,28,26,1,0,37
102年 3月,苗栗縣,5756,2767,1419,625,498,98,102,33,33,4,0,178
102年 3月,彰化縣,13611,7262,1982,1569,1550,406,240,77,71,18,0,436
102年 3月,南投縣,6227,2929,1719,780,512,45,35,19,8,1,0,178
102年 3月,雲林縣,5961,2422,1675,596,581,88,256,80,24,12,0,226
102年 3月,嘉義縣,5431,1893,1619,829,418,179,76,22,19,3,0,373
102年 3月,屏東縣,7681,3661,1702,905,864,105,128,40,20,9,0,248
102年 3月,臺東縣,2099,613,162,787,364,16,10,8,1,3,0,133
102年 3月,花蓮縣,3407,1865,603,408,309,29,76,20,18,1,0,78
102年 3月,澎湖縣,971,523,110,113,119,19,16,8,6,2,0,53
102年 3月,基隆市,5424,3161,501,601,790,38,104,4,23,1,0,201
102年 3月,新竹市,5230,2937,497,249,1140,220,30,35,13,0,0,108
102年 3月,嘉義市,3528,1766,950,300,124,54,134,19,25,1,0,155
102年 3月,金門縣,761,361,179,114,42,8,12,2,4,0,0,39
102年 3月,連江縣,184,58,51,37,8,1,4,1,1,0,0,24
102年 4月,新北市,42359,23355,9621,3688,2426,426,573,148,161,2,0,1958
102年 4月,臺北市,40006,20430,16576,721,725,98,112,59,131,0,0,1154
102年 4月,桃園市,25324,13979,5153,2441,1475,149,331,148,138,3,0,1508
102年 4月,臺中市,30092,16880,5525,2710,2838,206,480,123,153,14,0,1162
102年 4月,臺南市,22144,12392,5656,1556,1089,120,168,92,71,5,0,995
102年 4月,高雄市,35016,16237,6208,5545,3486,437,517,188,162,12,0,2224
102年 4月,宜蘭縣,5537,2756,985,775,538,109,57,16,16,4,0,279
102年 4月,新竹縣,5886,2612,2008,618,423,34,104,26,25,1,0,36
102年 4月,苗栗縣,5457,2656,1260,655,460,81,104,34,28,4,0,175
